annual_review_year	match_text
2004	of Mexico and discussed issues of mutual interest. Bilateral trade maintained a very encouraging growth pattern during 2004. Indian exports to Mexico have already reached US$ 609.4 million during JanuarySeptember 2004 as compared to US$ 397.75 million for the corresponding period in 2003, having registered a significant increase of 53.2 per cent. Similarly, Mexican exports to India have also grown from US$ 324.3 million to US$ 365.7 million during the same period. Thus, total bilateral trade is expected to cross more than US$ one billion mark in 2004 around US$ 1.2 billion, the highest ever figure achieved by India in bilateral trade with any country in the region. Several trade promotion measures were taken such as participation
2004	of learning from the Indian experience in human resource development. Economic and commercial relations remained on the upswing with the region registering a total of US$ 164.89 million in 2003-2004, an increase of 12 per cent over 200203 when bilateral trade stood at US$ 149 million. Indian business and industry is moving to new areas such as engineering goods, automobile part, chemicals, drugs and pharmaceuticals and information technology. Growing visa applications
2004	Vice Minister Ricardo Duran and agreed to work towards enhanced economic and commercial cooperation and to ease visa process. India’s exports to Panama grew from $ 49.4 million to $ 54.44 million in 2003-2004. There is growing interest in IT sector. Cultural and academics cooperation was enhanced. Foreign Minister Rudy Insanally of Guyana while addressing the 59th
2004	financial Agreements were signed in this regard in the presence of the President of Guyana Mr. Bharrat Jagdeo. The first was a GOI grant of US$ 6 million whereas the other was an EXIM Bank concessional Line of Credit for US $ 19 million. El Salvador Shri Rao Inderjit Singh, Minister of State for External Affairs visited El Salvador in September 2004 at the invitation of the Foreign Minister
2004	enhance cooperation in IT, pharmaceuticals, agriculture and engineering. The Salvadorian side invited investment from Indian companies. Bilateral trade with El Salvador, though modest, grew from US$ 4.9 million in 2002-03 to US$ 7.64 million in 2003-04. Guatemala Trade with Guatemala grew over 20 per cent from US$ 20.54 million in 2002-03 to US$ 26.56 million in 200304, with a substantial component being automobiles and auto components and pharmaceuticals. Guatemala-India Chamber of Commerce was established. Caricom India proposed an institutional linkage
2004	products and technical know-how from Cipla covering anti-retrovirals, which NGPC has started to produce for the state-funded HIV/AIDS treatment programme. India gifted solar photovoltaic pumps, G$ 16 million agro-processing Vehicle to the Guyana. Haiti India gifted US$10000 to procure medicines for the victims of Hurricane Jean which devastated Haiti in September 2004. Business delegation visited India and explored ways to enhance trade
2004	including cooperation between India and SICA. 104 The Americas Jamaica India and Jamaica relations remained close and friendly. India extended support and relief measures worth US$ 200,000 to Jamaica in the wake of devastation caused by hurricane. India extended a credit line of US$10 million for supplies from India of centrifugal pumps for water supply and irrigation projects, another credit line of US$2 million was extended for machinery and equipment for the small-scale industry and technical assistance in the field of Dairy and Engineering Foundry. Jamaica as an important
2004	of the Caribbean Community and Common Market (CARICOM) played an important role in establishing an India-CARICOM dialogue mechanism. in February 2005. A concessional credit of US$16 million was extended to Suriname for the construction of a 161 KV electric transmission line being executed by Indian companies, M/s. PEC and L&T. Mrs. Maria
2004	and cordial during the year. Special emphasis was placed on furthering the economic and commercial linkages. A credit line was launched in June 2004 for US$8 million to finance Indian exports of goods and services. Bilateral trade continued to grow steadily at over 30 per cent per annum. T&T is a major
2004	of the Iraqi Governing Council and the Coalition Provisional Authority (CPA) for UN facilitation in the transitional political process, the UN Secretary General’s Special Advisor Lakhdar Brahimi visited Iraq in February and April 2004 and outlined a detailed roadmap for political transition. UN Security Council resolution 1546 adopted unanimously on 8
2004	with the Iraqi people, India reiterated its commitment to assist Iraq in the arduous task of political and economic reconstruction. India announced a contribution of $ 30 million towards humanitarian assistance and reconstruction needs of Iraq through the ‘International Reconstruction Fund Facility for Iraq (IRFF) set up by the UN. In June 2004,
2004	2004, India has offered assistance to Iraq, through the United Nations, in training of election officials and other election-related areas, as also financial assistance of $ 5 million through the IRFF. Of this, an amount of $ 2.5 million has been earmarked for the UN Iraq Trust Fund for Iraqi elections. Afghanistan In the UN, India continued to be supportive of a strong, united,
2004	2005. PM announced that India would replenish the India-ASEAN Cooperation Fund, which funds agreed projects between India and ASEAN, by an additional contribution of US $ 2.5 million. He also conveyed his support, in principle, to the newly set up ASEAN Development Fund. The Third ASEAN-India Business Summit was held from 19-21 October
2004	an Entrepreneurship and Technical Development Centre in Senegal (ETDC). The project for the revival of Nigeria Machine Tools, assisted by India at a cost of US$5 million is nearing completion. OECD India’s interaction with the OECD (Organization for Economic Cooperation and Development) has intensified considerably over the years. The Department of Industrial
2004	witnessed the signing of three documents, the SAARC Social Charter, an Additional Protocol on Terrorism and a framework Agreement on SAFTA. India offered to contribute US$ 100 million for Poverty Alleviation projects in SAARC countries (outside India). 128 Multilateral Economic Relations As mandated by the Twelfth Summit, the Independent South Asian Commission on
